frequency_GHz,TE_reflection_real,TE_reflection_imag,TE_reflection_dB,TM_reflection_real,TM_reflection_imag,TM_reflection_dB
11.216000,-0.24758697,-0.017274801,-12.104353,-0.25254022,-0.013347231,-11.941275
11.220000,-0.24840761,-0.015309769,-12.080237,-0.25332234,-0.011338067,-11.917839
11.224000,-0.24920844,-0.013335909,-12.056326,-0.25408412,-0.0093206374,-11.894609
11.228000,-0.24998935,-0.011353511,-12.032621,-0.25482546,-0.007295243,-11.871586
11.232000,-0.25075021,-0.0093628678,-12.009123,-0.25554625,-0.0052621846,-11.848769
11.236000,-0.25149092,-0.0073642758,-11.985832,-0.2562464,-0.0032217656,-11.826158
11.240000,-0.25221138,-0.0053580317,-11.962747,-0.25692582,-0.0011742905,-11.803754
11.244000,-0.2529115,-0.0033444341,-11.939869,-0.25758442,0.00087993442,-11.781558
11.248000,-0.25359118,-0.0013237833,-11.917199,-0.25822213,0.0029406018,-11.759568
11.252000,-0.25425035,0.00070361888,-11.894736,-0.25883887,0.0050074032,-11.737785
11.256000,-0.25488891,0.0027374695,-11.87248,-0.25943459,0.0070800291,-11.716209
11.260000,-0.25550681,0.0047774646,-11.850432,-0.26000921,0.0091581691,-11.694841
11.264000,-0.25610397,0.0068232989,-11.828592,-0.26056268,0.011241512,-11.67368
11.268000,-0.25668034,0.0088746666,-11.806959,-0.26109496,0.013329747,-11.652725
11.272000,-0.25723585,0.010931261,-11.785535,-0.261606,0.015422561,-11.631978
11.276000,-0.25777046,0.012992775,-11.764317,-0.26209576,0.017519642,-11.611438
11.280000,-0.25828413,0.015058901,-11.743307,-0.26256422,0.019620677,-11.591105
11.284000,-0.25877682,0.01712933,-11.722505,-0.26301135,0.021725355,-11.570978
11.288000,-0.2592485,0.019203755,-11.70191,-0.26343714,0.023833363,-11.551058
11.292000,-0.25969913,0.021281868,-11.681522,-0.26384156,0.025944388,-11.531344
11.296000,-0.26012871,0.023363361,-11.661342,-0.26422461,0.028058119,-11.511836
11.300000,-0.26053722,0.025447925,-11.641368,-0.26458629,0.030174246,-11.492534
11.304000,-0.26092465,0.027535253,-11.6216,-0.26492661,0.032292457,-11.473437
11.308000,-0.26129099,0.029625039,-11.602039,-0.26524557,0.034412443,-11.454545
11.312000,-0.26163626,0.031716977,-11.582684,-0.2655432,0.036533896,-11.435858
11.316000,-0.26196045,0.03381076,-11.563534,-0.2658195,0.038656508,-11.417376
11.320000,-0.26226359,0.035906085,-11.54459,-0.26607452,0.040779972,-11.399097
11.324000,-0.26254569,0.038002648,-11.52585,-0.26630828,0.042903983,-11.381022
11.328000,-0.26280679,0.040100146,-11.507315,-0.26652083,0.045028239,-11.36315
11.332000,-0.2630469,0.04219828,-11.488985,-0.2667122,0.047152437,-11.345481
11.336000,-0.26326608,0.044296748,-11.470857,-0.26688245,0.049276276,-11.328013
11.340000,-0.26346436,0.046395254,-11.452933,-0.26703163,0.051399459,-11.310748
11.344000,-0.26364178,0.0484935,-11.435212,-0.26715981,0.053521689,-11.293683
11.348000,-0.26379841,0.050591193,-11.417693,-0.26726704,0.055642672,-11.276818
11.352000,-0.2639343,0.05268804,-11.400375,-0.2673534,0.057762115,-11.260154
11.356000,-0.26404952,0.054783749,-11.383258,-0.26741897,0.059879729,-11.243688
11.360000,-0.26414413,0.056878034,-11.366341,-0.26746382,0.061995226,-11.227421
11.364000,-0.26421821,0.058970607,-11.349624,-0.26748805,0.064108322,-11.211352
11.368000,-0.26427183,0.061061184,-11.333106,-0.26749174,0.066218733,-11.19548
11.372000,-0.26430508,0.063149484,-11.316787,-0.26747499,0.06832618,-11.179804
11.376000,-0.26431806,0.065235229,-11.300665,-0.2674379,0.070430386,-11.164324
11.380000,-0.26431084,0.067318142,-11.28474,-0.26738058,0.072531078,-11.149039
11.384000,-0.26428354,0.069397949,-11.269012,-0.26730313,0.074627984,-11.133948
11.388000,-0.26423625,0.07147438,-11.253479,-0.26720568,0.076720837,-11.11905
11.392000,-0.26416908,0.073547167,-11.23814,-0.26708833,0.078809371,-11.104345
11.396000,-0.26408214,0.075616046,-11.222995,-0.26695122,0.080893326,-11.089831
11.400000,-0.26397555,0.077680755,-11.208044,-0.26679446,0.082972443,-11.075508
11.404000,-0.26384942,0.079741036,-11.193284,-0.2666182,0.085046468,-11.061375
11.408000,-0.26370389,0.081796632,-11.178716,-0.26642256,0.087115149,-11.047431
11.412000,-0.26353909,0.083847294,-11.164338,-0.26620769,0.089178238,-11.033675
11.416000,-0.26335513,0.085892772,-11.15015,-0.26597373,0.091235493,-11.020106
11.420000,-0.26315217,0.087932822,-11.136151,-0.26572082,0.093286671,-11.006723
11.424000,-0.26293033,0.089967202,-11.122339,-0.26544912,0.095331538,-10.993525
11.428000,-0.26268977,0.091995674,-11.108714,-0.26515878,0.097369859,-10.980512
11.432000,-0.26243063,0.094018005,-11.095274,-0.26484995,0.099401406,-10.967681
11.436000,-0.26215306,0.096033964,-11.08202,-0.26452281,0.10142595,-10.955033
11.440000,-0.26185722,0.098043325,-11.068949,-0.2641775,0.10344328,-10.942566
11.444000,-0.26154326,0.10004587,-11.056061,-0.2638142,0.10545317,-10.93028
11.448000,-0.26121134,0.10204137,-11.043355,-0.26343308,0.10745541,-10.918172
11.452000,-0.26086163,0.10402961,-11.030829,-0.26303431,0.1094498,-10.906242
11.456000,-0.26049429,0.10601039,-11.018483,-0.26261807,0.11143611,-10.894489
11.460000,-0.2601095,0.1079835,-11.006316,-0.26218453,0.11341417,-10.882912
11.464000,-0.25970742,0.10994874,-10.994326,-0.26173387,0.11538376,-10.87151
11.468000,-0.25928823,0.1119059,-10.982512,-0.26126628,0.1173447,-10.860281
11.472000,-0.25885211,0.11385479,-10.970874,-0.26078195,0.11929679,-10.849225
11.476000,-0.25839923,0.11579522,-10.95941,-0.26028105,0.12123987,-10.838339
11.480000,-0.25792978,0.11772701,-10.948119,-0.25976378,0.12317374,-10.827624
11.484000,-0.25744394,0.11964998,-10.937,-0.25923034,0.12509822,-10.817078
11.488000,-0.2569419,0.12156393,-10.926051,-0.25868091,0.12701316,-10.8067
11.492000,-0.25642384,0.12346871,-10.915273,-0.25811568,0.12891838,-10.796489
11.496000,-0.25588996,0.12536415,-10.904662,-0.25753487,0.13081372,-10.786442
11.500000,-0.25534045,0.12725006,-10.894219,-0.25693866,0.13269903,-10.77656
11.504000,-0.2547755,0.12912631,-10.883942,-0.25632726,0.13457414,-10.766842
11.508000,-0.2541953,0.13099272,-10.873829,-0.25570086,0.13643891,-10.757284
11.512000,-0.25360006,0.13284915,-10.86388,-0.25505967,0.1382932,-10.747888
11.516000,-0.25298997,0.13469545,-10.854094,-0.25440389,0.14013686,-10.738651
11.520000,-0.25236522,0.13653148,-10.844469,-0.25373374,0.14196976,-10.729572
11.524000,-0.25172603,0.13835709,-10.835004,-0.2530494,0.14379176,-10.72065
11.528000,-0.25107259,0.14017215,-10.825697,-0.2523511,0.14560274,-10.711883
11.532000,-0.2504051,0.14197652,-10.816548,-0.25163903,0.14740258,-10.703271
11.536000,-0.24972376,0.14377009,-10.807556,-0.25091341,0.14919115,-10.694812
11.540000,-0.24902879,0.14555273,-10.798718,-0.25017445,0.15096833,-10.686505
11.544000,-0.24832038,0.14732431,-10.790034,-0.24942235,0.15273403,-10.678349
11.548000,-0.24759875,0.14908473,-10.781503,-0.24865732,0.15448813,-10.670342
11.552000,-0.24686408,0.15083388,-10.773122,-0.24787957,0.15623053,-10.662483
11.556000,-0.24611661,0.15257165,-10.764892,-0.24708932,0.15796113,-10.65477
11.560000,-0.24535652,0.15429793,-10.756811,-0.24628678,0.15967984,-10.647204
11.564000,-0.24458402,0.15601262,-10.748876,-0.24547215,0.16138656,-10.639781
11.568000,-0.24379933,0.15771565,-10.741089,-0.24464564,0.16308122,-10.632502
11.572000,-0.24300265,0.1594069,-10.733446,-0.24380747,0.16476372,-10.625364
11.576000,-0.24219419,0.16108631,-10.725946,-0.24295785,0.16643399,-10.618367
11.580000,-0.24137415,0.16275378,-10.718589,-0.24209698,0.16809195,-10.611509
11.584000,-0.24054274,0.16440923,-10.711373,-0.24122508,0.16973754,-10.604789
11.588000,-0.23970017,0.1660526,-10.704297,-0.24034235,0.17137069,-10.598205
11.592000,-0.23884665,0.16768381,-10.697359,-0.239449,0.17299133,-10.591757
11.596000,-0.23798237,0.1693028,-10.690558,-0.23854525,0.1745994,-10.585443
11.600000,-0.23710755,0.17090949,-10.683894,-0.2376313,0.17619486,-10.579261
11.604000,-0.23622239,0.17250384,-10.677364,-0.23670735,0.17777764,-10.573211
11.608000,-0.23532709,0.17408579,-10.670967,-0.23577361,0.1793477,-10.567291
11.612000,-0.23442187,0.17565528,-10.664703,-0.23483029,0.180905,-10.561501
11.616000,-0.23350691,0.17721226,-10.658569,-0.2338776,0.18244949,-10.555837
11.620000,-0.23258243,0.1787567,-10.652565,-0.23291573,0.18398114,-10.5503
11.624000,-0.23164863,0.18028854,-10.646689,-0.23194489,0.1854999,-10.544888
11.628000,-0.2307057,0.18180776,-10.64094,-0.23096528,0.18700576,-10.5396
11.632000,-0.22975384,0.18331431,-10.635317,-0.2299771,0.18849868,-10.534435
11.636000,-0.22879327,0.18480816,-10.629818,-0.22898055,0.18997864,-10.529391
11.640000,-0.22782416,0.18628929,-10.624443,-0.22797582,0.19144562,-10.524467
11.644000,-0.22684672,0.18775767,-10.619189,-0.22696313,0.1928996,-10.519662
11.648000,-0.22586115,0.18921328,-10.614056,-0.22594265,0.19434056,-10.514974
11.652000,-0.22486764,0.1906561,-10.609043,-0.22491459,0.19576849,-10.510402
11.656000,-0.22386637,0.19208611,-10.604147,-0.22387914,0.19718339,-10.505946
11.660000,-0.22285755,0.1935033,-10.599369,-0.22283649,0.19858524,-10.501603
11.664000,-0.22184136,0.19490767,-10.594706,-0.22178682,0.19997405,-10.497373
11.668000,-0.22081799,0.1962992,-10.590158,-0.22073034,0.20134981,-10.493255
11.672000,-0.21978764,0.19767788,-10.585723,-0.21966722,0.20271253,-10.489246
11.676000,-0.21875047,0.19904373,-10.5814,-0.21859765,0.20406221,-10.485346
11.680000,-0.21770669,0.20039674,-10.577188,-0.21752182,0.20539886,-10.481555
11.684000,-0.21665647,0.20173691,-10.573085,-0.2164399,0.20672249,-10.477869
11.688000,-0.2156,0.20306426,-10.569091,-0.21535208,0.20803311,-10.474289
11.692000,-0.21453744,0.20437878,-10.565203,-0.21425854,0.20933074,-10.470813
11.696000,-0.21346899,0.2056805,-10.561422,-0.21315946,0.2106154,-10.46744
11.700000,-0.21239482,0.20696942,-10.557745,-0.212055,0.21188711,-10.464168
11.704000,-0.2113151,0.20824557,-10.554172,-0.21094534,0.21314588,-10.460997
11.708000,-0.21023001,0.20950895,-10.550701,-0.20983067,0.21439175,-10.457926
11.712000,-0.20913972,0.2107596,-10.547332,-0.20871113,0.21562473,-10.454952
11.716000,-0.2080444,0.21199754,-10.544062,-0.20758691,0.21684487,-10.452076
11.720000,-0.20694421,0.21322279,-10.540891,-0.20645818,0.21805219,-10.449296
11.724000,-0.20583932,0.21443539,-10.537818,-0.20532508,0.21924673,-10.44661
11.728000,-0.2047299,0.21563535,-10.534842,-0.2041878,0.22042851,-10.444018
11.732000,-0.20361611,0.21682271,-10.531961,-0.20304648,0.22159758,-10.441518
11.736000,-0.20249811,0.21799751,-10.529174,-0.20190129,0.22275398,-10.43911
11.740000,-0.20137606,0.21915979,-10.52648,-0.20075238,0.22389775,-10.436792
11.744000,-0.20025012,0.22030957,-10.523878,-0.19959992,0.22502893,-10.434563
11.748000,-0.19912043,0.22144691,-10.521367,-0.19844405,0.22614756,-10.432422
11.752000,-0.19798716,0.22257183,-10.518946,-0.19728492,0.22725369,-10.430368
11.756000,-0.19685046,0.22368439,-10.516613,-0.19612269,0.22834738,-10.4284
11.760000,-0.19571047,0.22478463,-10.514368,-0.19495749,0.22942866,-10.426517
11.764000,-0.19456734,0.22587259,-10.51221,-0.19378949,0.23049759,-10.424717
11.768000,-0.19342122,0.22694832,-10.510137,-0.19261881,0.23155422,-10.423
11.772000,-0.19227225,0.22801188,-10.508148,-0.1914456,0.23259861,-10.421365
11.776000,-0.19112058,0.22906331,-10.506243,-0.19027001,0.2336308,-10.41981
11.780000,-0.18996634,0.23010267,-10.504419,-0.18909217,0.23465087,-10.418334
11.784000,-0.18880967,0.23113,-10.502677,-0.1879122,0.23565886,-10.416937
11.788000,-0.18765071,0.23214537,-10.501015,-0.18673026,0.23665483,-10.415618
11.792000,-0.18648959,0.23314883,-10.499432,-0.18554647,0.23763885,-10.414375
11.796000,-0.18532645,0.23414044,-10.497927,-0.18436095,0.23861098,-10.413207
11.800000,-0.18416141,0.23512025,-10.4965,-0.18317384,0.23957127,-10.412114
11.804000,-0.1829946,0.23608833,-10.495148,-0.18198527,0.2405198,-10.411094
11.808000,-0.18182615,0.23704474,-10.493871,-0.18079535,0.24145662,-10.410146
11.812000,-0.18065618,0.23798954,-10.492668,-0.17960421,0.24238181,-10.40927
11.816000,-0.17948482,0.23892279,-10.491539,-0.17841197,0.24329542,-10.408465
11.820000,-0.17831219,0.23984455,-10.490481,-0.17721875,0.24419753,-10.407729
11.824000,-0.1771384,0.2407549,-10.489495,-0.17602466,0.2450882,-10.407062
11.828000,-0.17596357,0.24165389,-10.488579,-0.17482981,0.24596751,-10.406462
11.832000,-0.17478782,0.2425416,-10.487732,-0.17363433,0.24683553,-10.405929
11.836000,-0.17361126,0.24341809,-10.486953,-0.17243831,0.24769231,-10.405462
11.840000,-0.17243401,0.24428343,-10.486242,-0.17124187,0.24853794,-10.40506
11.844000,-0.17125616,0.24513769,-10.485597,-0.17004512,0.24937249,-10.404722
11.848000,-0.17007783,0.24598093,-10.485018,-0.16884816,0.25019603,-10.404446
11.852000,-0.16889912,0.24681324,-10.484503,-0.16765109,0.25100864,-10.404233
11.856000,-0.16772015,0.24763467,-10.484052,-0.16645402,0.25181038,-10.404082
11.860000,-0.166541,0.24844531,-10.483664,-0.16525704,0.25260133,-10.403991
11.864000,-0.16536178,0.24924522,-10.483337,-0.16406025,0.25338157,-10.403959
11.868000,-0.16418259,0.25003447,-10.483072,-0.16286375,0.25415117,-10.403986
11.872000,-0.16300353,0.25081315,-10.482867,-0.16166762,0.25491021,-10.404071
11.876000,-0.16182469,0.25158131,-10.482721,-0.16047198,0.25565876,-10.404213
11.880000,-0.16064616,0.25233905,-10.482634,-0.15927689,0.2563969,-10.404411
11.884000,-0.15946803,0.25308643,-10.482605,-0.15808246,0.25712471,-10.404665
11.888000,-0.1582904,0.25382352,-10.482632,-0.15688876,0.25784226,-10.404973
11.892000,-0.15711335,0.25455041,-10.482715,-0.15569589,0.25854964,-10.405335
11.896000,-0.15593697,0.25526716,-10.482854,-0.15450393,0.25924691,-10.40575
11.900000,-0.15476135,0.25597386,-10.483046,-0.15331296,0.25993416,-10.406217
11.904000,-0.15358656,0.25667058,-10.483293,-0.15212306,0.26061147,-10.406735
11.908000,-0.15241269,0.25735739,-10.483592,-0.15093431,0.2612789,-10.407304
11.912000,-0.15123981,0.25803438,-10.483943,-0.14974678,0.26193656,-10.407923
11.916000,-0.15006801,0.25870161,-10.484345,-0.14856056,0.2625845,-10.408591
11.920000,-0.14889736,0.25935918,-10.484798,-0.14737571,0.26322281,-10.409307
11.924000,-0.14772794,0.26000714,-10.485301,-0.14619231,0.26385157,-10.410071
11.928000,-0.14655982,0.26064559,-10.485852,-0.14501042,0.26447085,-10.410882
11.932000,-0.14539307,0.26127459,-10.486452,-0.14383013,0.26508074,-10.411739
11.936000,-0.14422777,0.26189423,-10.487099,-0.14265149,0.26568132,-10.412641
11.940000,-0.14306397,0.26250458,-10.487793,-0.14147457,0.26627266,-10.413588
11.944000,-0.14190175,0.26310572,-10.488533,-0.14029943,0.26685484,-10.414579
11.948000,-0.14074118,0.26369773,-10.489318,-0.13912615,0.26742794,-10.415614
11.952000,-0.13958231,0.26428068,-10.490148,-0.13795477,0.26799205,-10.416691
11.956000,-0.13842521,0.26485466,-10.491022,-0.13678537,0.26854723,-10.41781
11.960000,-0.13726995,0.26541973,-10.491939,-0.135618,0.26909356,-10.41897
11.964000,-0.13611658,0.26597598,-10.492899,-0.13445271,0.26963114,-10.420171
11.968000,-0.13496516,0.26652349,-10.4939,-0.13328957,0.27016002,-10.421412
11.972000,-0.13381575,0.26706232,-10.494943,-0.13212862,0.2706803,-10.422692
11.976000,-0.1326684,0.26759256,-10.496026,-0.13096993,0.27119205,-10.424011
11.980000,-0.13152317,0.26811429,-10.497149,-0.12981354,0.27169534,-10.425368
11.984000,-0.13038011,0.26862758,-10.498312,-0.12865951,0.27219026,-10.426762
11.988000,-0.12923928,0.2691325,-10.499513,-0.12750788,0.27267689,-10.428193
11.992000,-0.12810072,0.26962914,-10.500752,-0.1263587,0.27315529,-10.429661
11.996000,-0.12696448,0.27011757,-10.502028,-0.12521203,0.27362555,-10.431164
12.000000,-0.12583062,0.27059786,-10.503341,-0.12406789,0.27408774,-10.432702
